H1,H2,H3,H4,H5,H6,H7,H8,H9,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,I1,I2,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,P1,P2,S1
63.6764825861,58.9681359706,47.677850299,39.7865114774,83.1335313071,21.7359830223,19.5545120982,18.857694571,22.6413210677,37.6986303126,67.5211434643,55.7962848643,57.1147795062,31.9840472202,20.8302694914,22.4075890254,13.4483683516,93.8977665293,28.7684114206,10.9422883752,57.2699833891,42.8053557411,45.4740395771,7.3996255026,11.4660011357,11.4763843214,31.9737431353,27.9551993011,36.8674862377,12.7907080241,36.7192718564,12.9730707439,73.0979894736
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2873367771,31.7241856331,25.5028459644,21.4235061802,44.1889358226,11.2496900516,10.265558707,9.9024071373,11.8886068706,19.9598576218,36.3575387885,30.0441533885,30.3580947787,17.1749300274,11.0417773738,11.8925593097,7.078943377,49.1481567321,15.0588976619,5.8720971053,30.6303714692,22.8046221934,23.9593352617,3.8572561552,6.1740006115,6.1740002705,17.2166309184,15.0527996237,19.4390828688,6.813843395,19.4234787628,6.7313799711,39.3604558704
75.1055948451,69.5494836045,56.1987410264,46.9276802042,97.9489301661,25.508270541,23.001168489,22.1723629361,26.6036493201,44.346264079,79.6403230605,65.8110026605,67.228855069,37.7263861061,24.525977056,26.4010951792,15.8378827572,109.7347402502,33.7962512916,12.9062888528,67.5300514857,50.4621490794,53.4672631657,8.711753157,13.5240013395,13.5240005925,37.7126201074,32.9727991757,43.2823553366,15.0543642738,43.3117872863,15.2171547102,86.2181414304
164.9057625947,152.7616710293,123.3267758526,103.036863057,214.6895476057,55.9101241154,50.3892174593,48.5493532418,58.2505963956,97.15048413,174.8693079616,144.4980710589,147.4127210216,82.8119437466,53.7906221037,57.8896360622,34.6807184556,244.666508436,74.0240593064,28.3249919193,148.114973714,110.6334686296,117.4171030318,19.0705087793,29.6940029411,29.7449165098,82.8037963217,72.3967981901,94.9383912658,33.0135674512,94.882430328,33.3342678357,189.3050496624
191.0294477582,176.6234652923,142.6893089244,119.3595344323,248.2842903537,64.607096974,58.2387895975,56.1249177166,67.3605011498,112.4034367669,202.563430393,167.388854593,170.458417475,95.8968007514,62.2228556074,66.9146171243,40.0875057425,283.119594926,85.5858126838,32.7882129994,171.4024123891,127.9753804174,135.7056303019,22.0419097002,34.398003407,34.4043471766,95.9212294028,83.8655979034,109.9254518426,38.2007297874,109.6277589523,38.5362050976,219.2939684208
223.6840542126,206.5253944072,166.909459276,139.7628736515,290.104485239,75.4949682726,68.0256780095,65.5769896746,78.7063299523,131.2512359945,237.1692241806,196.0023340106,199.2925274848,112.1152411484,72.7548951035,78.1655135688,46.8282099102,333.1195168538,99.9950678614,38.3884429718,200.4877893748,149.7008667196,158.668007895,25.7567887696,40.2003437164,40.2087225658,112.3180207525,98.201597545,128.0930297046,44.6608880771,128.0458179269,45.0134631895,256.7801168688
208.9894813082,193.0015635711,155.9841232286,130.5813710029,271.303492502,70.6260482374,63.626558627,61.3444837326,73.6475758385,122.8146439587,221.6078554726,183.1262682726,186.3189879303,104.8735251222,68.0169125826,73.1304001053,43.7924570362,310.8305901198,93.5489865845,35.8677794658,187.38706109,139.9312172591,148.3486284896,24.0978245855,37.6310452762,37.6239253499,104.939464646,91.7503977062,120.0630224836,41.7593400678,119.7127815722,42.1316738506,239.9113500672
177.9676051765,164.7091159108,132.9425911912,111.1981987446,231.4506480138,60.2925348138,54.3038544222,52.375481046,62.8881406171,104.7814123681,188.7129394259,155.9434628259,158.9442711859,89.325246523,58.0084024554,62.4316627749,37.3799121578,264.5039946338,79.8593438048,30.5537209953,159.7763667763,119.3088904868,126.5730286996,20.5683352381,32.0460031741,32.0901694394,89.3625128628,78.1311980467,102.5011513921,35.6163122818,102.1240114496,35.9957716227,204.2995090416
124.0875045267,114.3445106565,92.4684056122,77.532689033,160.7832431834,41.8129178135,37.6599187401,36.3110347785,43.6150756821,72.8262752022,131.5796641869,108.7312217869,110.4024241752,62.2377377412,40.3019735334,43.2984401433,25.9111391062,182.4335466554,55.3967777138,21.2780616322,111.1375833827,82.9445817631,87.8521898184,14.263390582,22.3440022131,22.3393859472,62.307807134,54.4767986381,71.2098143764,24.7611682836,70.8161226494,24.9731256919,142.4473641024
65.3092129088,60.4791426661,48.8860329216,40.8066784384,85.2465907838,22.2704929619,20.0469272052,19.3335262411,23.2087518678,38.6465322779,69.2524548352,57.2269588352,58.5605694563,32.8012493088,21.35685293,22.9799523296,13.7894075441,96.2564719122,29.488920025,11.222859872,58.7360178586,43.8967833853,46.6213280221,7.5851523104,11.7600011648,11.7651924202,32.7935827025,28.6719992832,37.8030364253,13.1139129486,37.658343305,13.2891351242,74.972296896
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.3491793589,43.0821542113,35.1487220342,29.5848418678,60.38489422,15.7374685485,14.1688411043,13.65152775,16.3910805957,27.3370477733,50.1471096263,41.4895451555,41.7076782116,23.187818411,15.0463253724,16.2893009356,9.7042171626,68.0341262686,20.8641680352,8.0822413067,42.0617149059,31.3445255245,33.1607575202,5.3672306173,8.2320008154,8.3614679288,23.5619876018,20.6132196441,26.4764532323,9.2397302855,26.5177033509,9.4079719798,53.9326440268
66.9419432315,61.9951893467,50.1448270114,41.8268453994,87.3967816322,22.8286366801,20.5601228599,19.818850819,23.7767267612,39.6172605562,70.9837662061,58.6576328061,60.0169992461,33.6333278137,21.890336459,23.5524194858,14.1371667321,97.7381101127,30.2139557989,11.5034313688,60.2042923107,44.9943709695,47.7700118974,7.7689991182,12.0540011939,12.0574618041,33.6134222699,29.3887992653,38.7064711852,13.4383396812,38.6140440263,13.6179458184,76.8466043184
52.7062320019,48.5531121128,39.2590216603,32.7971821716,68.4210681515,17.9803518182,16.1593681239,15.575153678,18.7080476414,31.0020912572,55.454573585,45.9623004372,47.092140903,26.2815561462,17.1510024655,18.5245009634,11.0678139785,76.1290247015,23.7698438606,9.2006073046,47.0939811754,35.2280815034,37.5600372017,6.1110178483,9.4080009318,9.5098754845,26.2348661625,22.9375994266,30.2565424918,10.5356045049,30.1997479274,10.751967977,59.9778375168
107.7602012995,99.6845098896,80.4185677092,67.3310194234,139.9213049489,36.375925857,32.7951196182,31.6309068174,37.974228773,63.4240398047,114.2665504781,94.4244820781,96.0645585867,54.0842105227,35.0522863874,37.7451191141,22.5595469434,156.2133324662,48.2127094742,18.4869066374,96.6483386337,72.1131843734,76.3717843056,12.4002825044,19.4040019219,19.4040008501,54.1094114585,47.3087988173,61.9702392473,21.5321736666,61.6823121124,21.7444583003,123.7042898784
161.699803902,149.7482590966,120.8837307261,100.996529135,210.5596819766,54.8602836415,49.4404051473,47.6725620274,57.2202572021,95.3343312421,171.4275497295,141.6367231171,144.5756979488,81.1744425985,52.7533611024,56.8202199561,34.0176799967,237.7103888914,72.6741109674,27.7754581955,145.2110277662,108.4892528216,115.1613042065,18.7100645306,29.1060028829,29.188006405,81.1641171873,70.9631982259,93.1548052243,32.3818846635,92.9862855645,32.7589027746,185.5564348176
613.1924612996,566.0559049958,456.5720203985,382.3898797348,785.3734643272,200.583685087,182.3145969854,175.0957941281,211.0889658578,350.44029342,649.2455695298,537.2271695465,539.1587699425,302.6438403173,198.8077609459,214.0014990635,128.8428170002,1033.698603373,265.5717286678,103.2662744137,543.625150121,407.3332452045,438.0302894335,70.24457531,110.3602693603,110.216012653,307.4657970769,268.9248612702,353.4500539466,119.5019644594,346.6208555701,113.2053771212,702.7677151018
535.9709379349,493.3006404445,398.3096971437,334.4066716626,682.2711848551,171.0371565571,155.9634891724,151.3856646282,183.8308550154,303.7031490254,566.9482337198,469.1271623399,463.8599542411,262.294072819,172.7564676678,186.2898504415,112.663335069,816.2104719071,227.4623878593,88.7712804244,471.9182713099,354.0522839302,380.5049281275,60.721477997,96.3617972363,96.3460284018,268.6364537243,234.9037675673,310.2132413391,102.223398485,299.8001617996,101.4294572995,614.8006315763
389.9269290174,354.6362571229,288.4708423442,243.1995542295,488.3727070499,118.3600094471,110.6331474164,106.7903329948,131.0849390995,216.0887442476,410.6434577465,340.6035519499,331.443519532,188.3721227707,123.6964878257,134.0085222823,81.6192480813,578.7002150927,162.0751213446,63.5250103292,339.4641732144,255.908698001,273.9131160231,43.238675905,70.0056062311,69.4843224656,194.9644791632,170.598395735,225.7669925078,73.122316554,212.2200009877,74.815611388,446.935219033
222.2437466788,195.8772204041,161.4709321422,138.4301169709,277.3670203763,65.8366421574,62.3647739182,60.697479775,74.7345216514,124.2857174479,231.1529355951,194.5716600397,188.3193950154,107.5740133608,68.2727352367,74.3647942615,44.0881362012,360.106982284,94.2291282425,36.2683159866,193.8827702719,146.237164155,152.8870325276,24.3676664661,39.9418564653,39.6007779927,111.4981812019,97.4847975629,128.7572753695,41.9835277596,111.3114710277,43.3884439223,254.8567513822
16.3273032272,15.1198108468,12.1507698368,10.2016696096,21.2712786664,5.6205244816,4.9357004183,4.7544403514,5.703903646,9.6476428373,17.3131137088,14.3067397088,14.5978976464,8.1770771774,5.2669673633,5.7343861383,3.4439919024,23.5086857012,7.3171332074,2.805714968,14.682744482,10.9758758424,11.551654627,1.9129480776,2.9400002912,2.9400001288,8.1983956752,7.1679998208,9.4528009632,3.2503764496,9.4080010808,3.3599899928,18.743074224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0476922676,85.711654782,69.0308785583,58.1495167747,119.2162919657,30.3255614721,27.0302495092,25.5712280706,28.607423721,53.5606930169,98.4723131711,81.5484163402,81.6178509872,45.8001607795,29.6529847046,31.2208092174,18.8086758059,145.5889791166,36.8297830611,15.772713768,82.7602179838,61.7762609794,64.7408845927,10.3944812378,16.4640016307,16.4640007213,45.9110157808,40.1407989965,49.839561548,17.9970420431,52.161860296,17.1984176078,105.5780182873
225.6292091614,208.508582367,168.4423212662,140.948142991,290.9586655679,73.5051002325,66.2427896614,63.1069158905,74.969063083,130.6053421613,239.192053469,197.7795923264,198.9683412763,111.1729826362,71.7046190274,76.4555850458,46.295091187,362.8197150105,95.8037205507,38.2499358629,201.7798691146,150.3129379791,159.1344032471,25.6815427848,40.0680784918,39.9709409098,111.6914798493,97.6942842506,125.4913701933,44.0299850088,127.0918779782,41.5844406365,257.2957884913
339.8171556791,314.4603548712,254.0568124265,212.5253690778,438.6558807831,112.0563006696,101.3270723959,96.3358040025,116.1139015932,196.461263698,360.7870164534,298.0874567003,300.5636993624,168.8337026046,109.4790672181,117.1478204467,70.6919937825,572.9361977752,148.1976782961,57.9502110634,304.1798353603,226.627613375,241.0395806,38.967516327,60.8975767646,60.7190887453,169.4428278197,148.9122283186,194.091152383,67.0111580135,193.751227255,62.8158362462,389.596783343
407.8755474086,377.4322167893,304.9424217381,255.013838959,526.7529212938,135.7415986802,122.4874180046,117.2532018935,140.9915499838,235.6722199474,432.4696242345,357.3976182851,361.5090489961,203.372612081,131.7837060411,141.4022881113,84.9938002122,699.3019163172,179.5438505672,69.3254004022,365.0831450329,272.2611326473,290.3978444422,46.8086465504,73.2036997395,72.8547667954,203.6678869214,178.4828742872,234.1830610571,80.4211227529,232.8614023014,76.5360054172,467.2865859491
434.736432228,400.9363656397,324.4827122785,271.3271314096,560.3485183973,145.199658156,131.0144886568,125.5983729745,151.0242084512,250.434433424,460.6836943442,380.4290254324,385.4636676395,216.3927008561,140.9133123894,151.2636910596,90.6133869514,749.2443735857,191.9355422555,74.1613949098,388.4574329979,290.5058681364,309.6746261224,49.9718812942,77.9100077168,77.6934096854,217.4264511403,190.3228046446,249.2557485079,85.7897740874,248.1844784048,82.7465493898,497.3463043954
421.5009065915,388.433625709,313.8031285788,262.6893133743,542.1994136933,140.9517757458,127.1273151635,122.085172211,146.7941110054,242.8274323826,445.6589889914,368.8076741804,373.694431314,209.5281753953,136.722744573,146.968505474,88.2121126247,726.916427333,185.9471515563,72.1261633249,376.0456089728,281.6974468246,300.065086015,48.5725421916,75.7007026401,75.6278596685,210.9360273299,184.5880112485,241.8263285928,83.3116811335,240.2807921382,81.4918892967,482.3962795114
380.9668951547,350.5916059375,283.4678790126,237.5761020892,488.8690187119,126.5775631865,114.1731551649,110.2963497345,132.9830926133,219.7399894872,402.878855965,333.595452722,336.3800602322,188.8572715742,123.5669461158,132.8028360898,79.7656525445,637.3379682751,167.067069932,64.91037651,339.7495960785,254.043587537,270.8983537982,43.7767490681,68.4138177122,68.4619307596,190.7558948101,166.8346815503,219.3136735227,74.9223655538,216.6433289804,74.6350960096,436.8453804187
246.6331527867,226.3455175631,182.6987095259,153.6892480094,315.5940259875,81.0914378518,73.3457604477,70.9272399153,85.7538492972,142.1443433766,260.1966244354,215.6791544141,217.3601560359,122.0360218616,79.4984039696,85.4502518856,51.2521995132,412.1257443845,107.9376160514,41.9679291338,219.9250541331,164.5098984827,174.6165619178,28.2111274581,44.3262724162,44.2389313548,123.4550842988,107.9350300795,141.5344595605,48.6096732604,138.6314506993,48.6746081002,282.62011008
139.2883998156,126.041023487,102.1636646688,86.8299296519,177.2020172714,44.1125268998,40.4911135574,39.2552227794,47.9379835211,79.7887957474,146.3397110946,121.6709804985,121.4315740663,68.6148655965,44.1842668999,47.4497546169,28.1768936966,229.8547182624,60.6234761339,23.3886489194,123.5681173231,92.6153918855,97.3808552416,15.7328947138,24.9900024752,24.980010939,69.6863632486,60.9279984768,80.1530530926,27.1521406162,74.6147064656,27.4747305028,159.316130904
11.429112259,10.5838676036,8.5055388858,7.1411687267,14.8898950665,3.9343671371,3.5587541562,3.4129867918,4.07764427,6.7619835948,12.1191795962,10.0147177962,10.218528389,5.7532205125,3.7153958038,4.0512065395,2.4107943317,16.2281600141,5.1723998178,1.9640004776,10.2779211374,7.6831130897,8.1355304929,1.3418076543,2.0580002038,2.0580000902,5.7388769728,5.0175998746,6.6169606742,2.2752635147,6.5856007566,2.351992995,13.1201519568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
190.9903789741,175.2890270572,142.2175426364,119.3595344323,237.6855429665,56.6487587243,51.0935564502,41.2802384814,18.5004988314,108.7113925772,202.4734843398,167.388854593,154.5721487931,88.049168205,57.3390011622,59.9308690702,38.1997501122,276.446298702,24.0004243774,29.1779167865,159.3373941623,120.956527589,128.8523336268,18.9325844831,32.729312238,32.6407761781,93.1322369659,79.7754287988,75.9164417805,35.8310484218,100.0392823534,21.4581744535,214.6582751466
435.8185865158,405.4128345126,324.617057735,272.2256940922,546.7454379027,127.0975088499,116.8675250047,109.1816426064,126.2304119821,249.8956577096,462.315791677,381.8194952012,362.3299490965,201.0270749054,130.2998554368,140.2477095141,87.705313724,587.9195291603,156.2086809679,68.8611102945,375.7502504592,283.2547098573,302.587415783,46.9987078484,75.050747431,74.9590809139,208.8446098178,182.7106545533,225.9112270296,81.4892270472,227.6089073597,55.3889685692,488.1962045464
650.5710925751,604.8044663438,484.8138969089,406.7280987202,823.7406156487,201.5790995837,184.2725364514,174.1998901692,218.3456161214,374.937068833,690.4315165563,570.7772089874,554.8373691406,315.2262472772,206.8329105522,222.8296607079,137.1251974361,1040.7957102144,269.5889791168,105.7940937469,568.0451261032,426.5157180004,460.4390580591,72.6015601136,117.0565384089,117.0120051262,326.2961477942,285.2863928678,374.4614743408,126.6763562361,360.8850621208,93.9605098146,746.7689640684
791.6466825142,734.7495293571,589.3233256635,494.6085158818,1005.8351595852,253.0710129646,230.4184787346,221.0064381969,269.8119182466,456.9065077142,839.3417161069,693.6574086618,683.4486709558,388.055031233,254.3697786448,274.1532291047,166.8476875789,1263.3839986068,336.1080202486,129.7647418794,694.9162973093,521.837044321,566.9418161226,89.5231053226,142.3928039912,142.3075938066,396.8023506018,346.9642628698,458.3917272626,153.8705747298,443.3643784186,125.9456164053,908.5670448086
842.8269818422,781.1146296814,627.1624218244,526.4061518554,1074.5654905098,273.1728674931,249.5859244749,237.5756469845,288.3578241281,485.7799922987,893.7693290635,738.2277689741,736.4082977043,415.5863334862,273.4757217735,294.5677281053,177.572782333,1331.6581247346,359.6663371398,139.5720606263,743.8381236115,557.9942371606,606.1413546384,96.621379815,151.5443285485,151.5487641058,422.9593768853,369.8447445157,487.8462827006,163.2323810746,475.6430809872,142.6187787892,967.1686398668
806.6923937733,747.0385731093,600.1853913009,503.7953169105,1030.4365961355,256.9630173348,236.0767506322,227.0858897916,274.6273152353,463.368460609,855.2678172147,706.7529416147,703.0511988042,395.3914902622,261.1787341346,281.954414523,170.1970396924,1289.6383370332,342.5527417245,133.4585439986,709.3090209509,532.5144861546,578.7749534157,91.7211631683,145.2388987969,145.2379366469,405.0007463229,354.0991911475,467.5384743243,154.9876784154,451.5226707684,142.6193129911,925.9078666656
692.675833929,639.3698620556,515.0156040859,432.5152489739,881.041740833,215.6805951429,198.3625166253,193.0596160707,235.5181212647,393.3723324233,734.0118929517,606.7010889318,592.2745626353,336.7852924094,222.4492628109,240.7941153111,146.1372562614,951.5334519606,288.7771191939,112.5007809464,605.2108957209,455.0033354714,491.5082808793,77.7938199427,124.6816098892,124.6657053062,347.6634582007,303.9411544826,402.5178083819,129.6600238214,383.7494558458,128.7755603316,795.2488175649
498.2309590199,455.3583047331,369.6680598229,311.0668808738,624.0447028905,147.9914796472,139.3658668718,134.3756501556,165.9271615736,274.8028845094,526.3162667806,436.384991397,418.5642285309,238.9378001125,157.4377416741,171.3598115824,104.9571931106,682.6797068812,203.5773368608,79.7497299564,430.4999287235,325.1597494214,349.0690669424,54.5991577382,89.7082394757,89.1093567017,249.9037937221,218.6239945344,289.8616857808,91.863273129,269.0261889896,94.8520182019,571.6938503623
270.6096594662,237.725184896,196.6576069556,168.700420247,337.0805270252,79.016948505,75.5729664799,73.3934514152,90.4476484285,150.6155176635,281.4109965134,237.1339100004,227.8592109745,130.6391405715,82.8149189767,90.4644751198,53.3773943679,428.8442980965,113.8935324156,43.8561922898,235.04952907,177.3606311288,185.3312468493,29.3686003677,48.4961244001,48.2963142928,135.8217039849,118.467072346,157.0995706935,50.5492335398,133.1594716911,52.9271362491,310.4538385071
21.2254941954,19.6551829331,15.7960007878,13.2621704925,27.6424227072,7.1477307614,6.3369790092,6.140909045,7.352271164,12.5285985138,22.5070478214,18.5987616214,18.96830711,10.6103856068,6.8409479438,7.3436371333,4.4771894731,30.4234945,9.3792600334,3.6474294584,19.0875678266,14.2641585962,14.9851852786,2.4208085009,3.8220003786,3.8220001674,10.6579143784,9.318399767,12.2886412522,4.2254893845,12.230401405,4.2577927218,24.3659964912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
